P,H,HS,T,RH,CC
1.7902385,17,12.37,11.6,18,2
0.06748925,18,0.62,10.6,20,0
0,19,0,8.7,23,0
0,20,0,7.5,25,1
0,21,0,6.3,27,0
0,22,0,4.9,31,0
0,23,0,3.6,34,4
0,0,0,2.3,38,0
0,1,0,1.1,42,0
0,2,0,0.4,44,0
0,3,0,-0.2,49,0
0,4,0,-0.6,49,0
0,5,0,-0.9,48,0
0.358758,6,0.17,-1.3,48,0
3.5165395,7,11.93,-1.3,51,0
8.269197,8,23.71,2.5,43,0
12.5529825,9,34.43,7.3,26,0
15.08915,10,43.71,9.4,22,0
16.47445775,11,50.38,10.8,20,0
16.6414045,12,52.92,12,18,2
16.26843475,13,50.51,13.1,16,1
14.79077725,14,43.93,14.2,14,6
11.831911,15,34.71,14.7,12,30
6.54289475,16,24.01,14.9,11,20
2.40474475,17,12.56,14.7,10,62
0.0852495,18,0.8,13.5,12,26
0,19,0,11.2,14,9
0,20,0,9.3,17,0
0,21,0,7.4,20,0
0,22,0,6.1,22,0
0,23,0,5.5,22,0
0,0,0,4.7,23,0
0,1,0,4,24,0
0,2,0,3,27,0
0,3,0,2.7,31,0
0,4,0,3.1,30,0
0,5,0,2.8,30,0
0.46531975,6,0.48,2.2,30,0
4.067109,7,12.24,1.7,30,0
9.02223275,8,24.03,1.6,45,0
13.15683,9,34.77,4.8,20,0
15.785355,10,44.08,6.3,18,0
16.9397755,11,50.78,7.6,17,0
17.0569925,12,53.32,8.9,17,0
16.5668075,13,50.86,10.1,17,0
14.8049875,14,44.22,11.1,16,0
11.3914545,15,34.95,11.8,16,0
6.90165275,16,24.22,12.3,16,0
2.36922425,17,12.75,12.3,15,0
0.0852495,18,0.98,10.8,18,0
0,19,0,8,20,0
0,20,0,6.4,22,0
0,21,0,5.3,25,0
0,22,0,4.2,29,0
0,23,0,2.3,35,0
0,0,0,0.8,40,0
0,1,0,-0.2,44,0
0,2,0,-0.7,46,0
0,3,0,-1.1,48,0
0,4,0,-1.4,49,0
0,5,0,-1.5,47,0
0.53991325,6,0.78,-1.2,44,0
3.314072,7,12.55,-0.5,42,0
7.441566,8,24.35,3.4,35,1
10.6703865,9,35.12,9.4,26,11
11.54064225,10,44.46,13.9,18,13
11.7111395,11,51.18,16.8,14,19
11.0042825,12,53.71,18.5,12,36
11.91361075,13,51.21,19.6,11,42
11.91361,14,44.51,20.2,11,32
8.9902645,15,35.18,20.7,11,77
4.01382825,16,24.42,20.7,11,89
1.17573175,17,12.93,20.2,12,89
0.060385,18,1.16,18.7,15,85
0,19,0,16,19,74
0,20,0,13.6,22,62
0,21,0,12.5,21,20
0,22,0,11.2,21,16
0,23,0,10.1,22,10
0,0,0,9.2,23,5
0,1,0,8.4,24,0
0,2,0,7.8,25,0
0,3,0,7.7,27,0
0,4,0,7.3,28,0
0,5,0,6.5,30,0
0.3907265,6,1.09,5.8,32,0
3.900162,7,12.86,5.8,34,0
8.6030905,8,24.67,8.9,31,0
12.666645,9,35.46,13.9,22,0
15.387525,10,44.83,17.4,14,0
16.5916725,11,51.57,19.3,10,0
16.84742275,12,54.1,20.5,8,0
16.23646525,13,51.55,21.2,7,0
14.542135,14,44.79,21.6,7,0
10.85864775,15,35.42,21.8,7,0
6.507374,16,24.62,21.6,7,1
2.180965,17,13.12,21.1,8,2
0.10300975,18,1.34,19.5,12,0
0,19,0,17.1,15,0
0,20,0,13,20,0
0,21,0,10.5,23,0
0,22,0,9.6,23,0
0,23,0,8.9,23,0
0,0,0,8.2,22,0
0,1,0,7.5,22,0
0,2,0,6.8,23,0
0,3,0,6.6,23,0
0,4,0,6.7,22,0
0,5,0,6.7,21,0
0.39427875,6,1.39,6.3,21,0
3.5662685,7,13.16,5.9,24,0
8.03120775,8,24.99,8.8,25,0
11.48736,9,35.8,14.3,18,0
13.3024675,10,45.2,18.1,14,0
15.0856,11,51.97,20.8,11,0
14.5421325,12,54.5,22.8,9,4
11.849672,13,51.9,24.1,8,14
9.604771,14,45.07,25.1,7,31
8.5391525,15,35.65,25,7,39
4.30509675,16,24.82,24.9,6,44
1.133107,17,13.3,24.4,7,43
0.07104125,18,1.52,22.3,11,23
0,19,0,18.9,14,4
0,20,0,16.5,15,7
0,21,0,14.6,17,17
0,22,0,13,18,19
0,23,0,11.8,19,26
0,0,0,11.3,19,21
0,1,0,11.2,18,30
0,2,0,11.3,17,29
0,3,0,11.2,17,30
0,4,0,11.3,17,30
0,5,0,10.9,17,30
0.188259,6,1.7,10.5,18,30
1.7405095,7,13.47,10.5,20,30
5.21087225,8,25.3,12.2,22,31
8.1306645,9,36.14,16.3,20,28
10.1979635,10,45.57,19.6,16,26
11.62589475,11,52.37,22,13,27
11.43763225,12,54.89,23.4,12,26
8.65637025,13,52.24,24.1,12,28
5.3494025,14,45.35,24.4,12,29
3.136469,15,35.88,24.4,12,54
2.358568,16,25.02,24.1,11,53
0.831182,17,13.48,22.8,15,42
0,18,1.7,20.8,19,32
0,19,0,18.7,21,30
0,20,0,17,23,31
0,21,0,15,26,30
0,22,0,12.4,30,29
0,23,0,9.8,34,28
0,0,0,7.7,36,27
0,1,0,6.2,37,24
0,2,0,5.2,40,20
0,3,0,4.4,42,38
0,4,0,3.9,44,37
0,5,0,3.3,46,39
0.25574825,6,2,2.8,48,76
2.131236,7,13.78,2.8,49,87
2.38343225,8,25.62,4.4,44,80
8.8517335,9,36.48,5.3,40,62
7.09701575,10,45.93,6.5,36,66
4.46493975,11,52.76,7.8,33,89
4.05645275,12,55.28,8.5,32,89
7.20002575,13,52.58,8.7,32,90
5.88221175,14,45.63,8.3,35,69
6.613936,15,36.1,8,39,15
5.601599,16,25.21,8.6,38,17
1.93232075,17,13.66,8.5,38,8
0.10300975,18,1.88,7.8,39,0
0,19,0,6.6,42,0
0,20,0,5.6,46,0
0,21,0,4.7,52,0
0,22,0,4.1,52,0
0,23,0,3.3,56,0
0,0,0,3.5,54,0
0,1,0,3.4,55,0
0,2,0,2.9,56,0
0,3,0,0.9,67,0
0,4,0,0.1,71,0
0,5,0,-0.7,76,0
0.419143,6,2.3,-1.4,80,0
3.55206,7,14.08,-0.9,80,0
7.92819825,8,25.94,3.6,60,0
11.746665,9,36.81,7,44,0
14.819195,10,46.3,9.9,37,7
12.4535215,11,53.15,12.9,30,28
8.94053625,12,55.67,15.4,21,29
11.32751775,13,52.92,16.4,16,26
11.540644,14,45.91,17,13,26
10.95810575,15,36.33,16.2,11,19
5.0439255,16,25.41,15.8,10,0
2.05309075,17,13.84,15,9,0
0.0923535,18,2.06,13.7,10,0
0,19,0,11.4,11,0
0,20,0,9.6,13,0
0,21,0,8,15,0
0,22,0,6.4,17,0
0,23,0,4.7,21,0
0,0,0,3.3,24,0
0,1,0,2,27,0
0,2,0,1.1,28,0
0,3,0,0.6,29,0
0,4,0,0.2,30,0
0,5,0,0,30,0
0.76014075,6,2.6,-0.1,31,0
4.35482575,7,14.39,0.4,32,0
9.21049175,8,26.25,4.3,23,0
13.1461725,9,37.15,6.7,15,0
16.06241725,10,46.67,7.9,13,0
17.05699475,11,53.55,9.3,12,1
17.28787525,12,56.05,10.3,11,11
16.7621695,13,53.26,11.4,10,10
14.98614,14,46.18,12.1,10,7
11.5584045,15,36.55,12.6,9,13
6.976246,16,25.6,12.6,9,7
2.52196275,17,14.02,12.4,8,0
0.170499,18,2.23,11.6,10,0
0,19,0,9.8,12,0
0,20,0,7.7,14,0
0,21,0,5.8,17,0
0,22,0,4.4,19,0
0,23,0,3.3,21,0
0,0,0,2.3,24,0
0,1,0,1.2,26,0
0,2,0,-0.1,29,0
0,3,0,-1.1,36,0
0,4,0,-1.7,37,0
0,5,0,-2.3,37,0
0.710412,6,2.91,-2.6,38,0
4.2731285,7,14.69,-2,42,0
8.8268685,8,26.56,3.3,31,0
12.3078875,9,37.48,8.6,17,0
14.765915,10,47.03,10.8,13,0
16.35368525,11,53.94,12.2,13,0
16.94687975,12,56.44,13.6,12,20
16.52062975,13,53.59,15.3,12,47
14.67356,14,46.45,16.1,11,56
11.09308325,15,36.78,16.5,10,55
5.37071525,16,25.79,17.1,10,54
2.38343225,17,14.2,17,9,46
0.17049875,18,2.41,15.8,11,8
0,19,0,13.4,14,0
0,20,0,10.9,17,0
0,21,0,9.1,19,0
0,22,0,8,20,0
0,23,0,7.3,21,0
0,0,0,6.8,21,0
0,1,0,6.4,22,0
0,2,0,5.6,23,0
0,3,0,3.6,30,0
0,4,0,2.4,35,0
0,5,0,1.4,38,0
0.6926515,6,3.21,0.4,42,0
4.16301425,7,14.99,0.3,52,0
8.5356005,8,26.87,5.7,48,0
12.549425,9,37.81,9.9,19,0
15.2596525,10,47.39,11.6,17,0
16.4886655,11,54.33,13,15,0
16.73730525,12,56.82,14.3,14,0
15.81022025,13,53.92,15.4,14,0
14.1336475,14,46.72,16.1,13,7
10.62421375,15,36.99,16.4,14,3
6.18413675,16,25.98,16.3,14,4
2.04243425,17,14.37,15.6,14,12
0.13853025,18,2.59,14.2,15,29
0,19,0,12.3,17,30
0,20,0,11,18,30
0,21,0,10.4,20,27
0,22,0,10.4,19,4
0,23,0,7.7,25,29
0,0,0,5.2,32,28
0,1,0,3.7,36,29
0,2,0,2.9,40,30
0,3,0,2.8,41,30
0,4,0,2.5,42,29
0,5,0,1.9,44,29
0.62871475,6,3.5,1.4,48,29
3.6195495,7,15.29,1.9,55,27
8.0525205,8,27.18,6.6,42,28
12.0272775,9,38.14,11.4,23,12
14.9967975,10,47.75,13.6,20,0
16.27554,11,54.72,14.7,18,1
16.31460975,12,57.21,15.8,18,20
15.17439975,13,54.25,16.6,17,29
12.769655,14,46.98,17.2,16,30
9.530177,15,37.21,17.6,15,30
5.07944575,16,26.17,17.5,15,29
2.003362,17,14.55,16.8,16,2
0.18115525,18,2.76,15.7,17,25
0,19,0,13.9,20,2
0,20,0,12.1,23,0
0,21,0,12.3,22,0
0,22,0,11.6,23,2
0,23,0,11,24,0
0,0,0,10.1,26,0
0,1,0,9.1,28,0
0,2,0,6.6,34,0
0,3,0,2.9,46,0
0,4,0,1.8,51,0
0,5,0,1,55,0
0.468872,6,3.8,0.5,58,0
2.81678375,7,15.59,1.4,61,0
6.42922875,8,27.49,6.9,44,0
9.8853815,9,38.47,12,28,0
12.286575,10,48.11,14.8,23,0
14.1158875,11,55.1,17.2,20,0
14.545685,12,57.59,19.3,19,0
13.266945,13,54.58,20.9,18,0
10.954555,14,47.25,22,17,7
7.622721,15,37.43,22.1,17,6
4.081317,16,26.36,21.9,17,19
1.31781425,17,14.73,21,17,9
0.08169725,18,2.94,19.2,19,11
0,19,0,16.7,21,8
0,20,0,15.2,23,29
0,21,0,13.5,27,29
0,22,0,11.3,33,29
0,23,0,9.7,38,29
0,0,0,8.7,42,29
0,1,0,8.1,44,26
0,2,0,7.7,46,23
0,3,0,7.1,48,24
0,4,0,6.9,49,21
0,5,0,7.4,47,18
0.69620375,6,4.1,7.9,45,20
3.4561545,7,15.89,9.2,42,22
7.4238055,8,27.79,13.2,35,24
10.75563775,9,38.79,18.4,26,24
13.572425,10,48.46,22.1,21,22
14.44978,11,55.48,24.4,17,23
15.6006475,12,57.97,26,14,25
14.53503,13,54.9,26.9,12,25
12.2581575,14,47.51,27.4,11,23
9.12169,15,37.64,27.3,10,20
4.60702225,16,26.55,27.1,10,21
1.704989,17,14.9,26.9,11,24
0.14563425,18,3.11,25.4,14,4
0,19,0,21.8,19,3
0,20,0,18.3,23,2
0,21,0,16.8,24,3
0,22,0,15.6,24,6
0,23,0,14.4,24,5
0,0,0,13.4,25,6
0,1,0,12.3,27,8
0,2,0,11.5,30,4
0,3,0,9.9,31,3
0,4,0,9.6,32,1
0,5,0,9,33,3
0.6819955,6,4.39,9,36,5
3.885954,7,16.18,11.5,33,5
8.027656,8,28.09,14.9,30,8
11.62234,9,39.11,17.1,22,7
13.9382825,10,48.81,18.5,20,2
15.4621175,11,55.87,20.2,19,5
15.88836775,12,58.34,22.2,18,14
10.92258575,13,55.23,24.1,17,10
10.53896275,14,47.76,25.6,16,9
6.8909965,15,37.85,26.3,16,8
4.09552525,16,26.73,26.3,16,2
1.3853035,17,15.07,25.5,18,1
0.16694675,18,3.28,23.6,23,1
0,19,0,21.1,26,0
0,20,0,18.9,31,3
0,21,0,16.1,35,2
0,22,0,14.2,38,0
0,23,0,13.7,39,0
0,0,0,12,40,1
0,1,0,10.2,37,1
0,2,0,9.1,35,8
0,3,0,9.3,33,7
0,4,0,8.9,32,7
0,5,0,8.7,31,17
0.5718815,6,4.68,8.5,31,20
2.47578575,7,16.47,8.6,29,24
4.47914775,8,28.39,9.7,23,22
6.738258,9,39.43,11.4,20,22
10.13757775,10,49.16,13,19,23
10.080748,11,56.25,14.6,18,28
11.94202425,12,58.72,16,17,33
12.680855,13,55.55,17.3,16,27
10.3578085,14,48.02,18.2,16,28
7.136089,15,38.06,18.5,15,24
4.0386925,16,26.91,18.4,16,16
1.708541,17,15.24,18,16,42
0.117218,18,3.46,17.1,17,30
0,19,0,15.8,19,21
0,20,0,14.2,24,8
0,21,0,14.1,22,21
0,22,0,13.6,23,19
0,23,0,12.9,25,35
0,0,0,12.2,26,56
0,1,0,10.7,32,56
0,2,0,10.7,33,43
0,3,0,9.7,37,16
0,4,0,8.7,41,9
0,5,0,7.9,44,9
0.58608975,6,4.97,8.7,41,19
1.69078075,7,16.76,8.6,42,12
6.36884375,8,28.69,10,38,1
10.40043175,9,39.75,12.1,33,0
13.281155,10,49.51,13.9,30,0
14.684215,11,56.62,15.6,28,0
15.07139,12,59.09,17.3,26,14
14.055505,13,55.87,19.2,24,15
11.8638825,14,48.27,20.7,23,30
8.74517175,15,38.27,21.7,22,29
4.73489625,16,27.09,21.5,23,27
1.63749975,17,15.41,20.5,25,30
0.2024675,18,3.63,19.1,27,36
0,19,0,17.3,30,37
0,20,0,16.1,33,44
0,21,0,14.6,36,40
0,22,0,13.4,38,48
0,23,0,12.5,40,29
0,0,0,11.4,42,30
0,1,0,10.2,45,29
0,2,0,9.3,47,30
0,3,0,8.4,49,40
0,4,0,7.4,53,36
0,5,0,6.7,56,33
0.40493475,6,5.26,6.4,59,38
1.900352,7,17.05,6.9,55,59
4.1594625,8,28.98,8.4,42,60
6.922965,9,40.06,8.9,37,67
8.19460275,10,49.86,9.7,32,65
6.3439795,11,57,10.9,27,54
4.06355675,12,59.46,11.4,25,44
4.47204375,13,56.18,11.8,24,64
4.4116585,14,48.52,12.4,24,89
2.80612775,15,38.47,13.2,26,97
1.09403425,16,27.27,13,27,100
0.369414,17,15.58,12.7,28,100
0,18,3.8,12.1,31,99
0,19,0,11,37,100
0,20,0,9.2,60,99
0,21,0,7.6,76,93
0,22,0,6.7,83,94
0,23,0,6,85,100
0,0,0,5.2,85,100
0,1,0,4.3,85,100
0,2,0,3.1,87,100
0,3,0,3,83,100
0,4,0,1.9,91,100
0,5,0,1.3,95,100
0,6,5.55,1.1,96,100
0.056833,7,17.34,1,96,100
0.28416475,8,29.28,1,95,100
0.703308,9,40.38,1.7,93,100
4.00317175,10,50.2,2.1,92,100
2.36212025,11,57.37,2.3,91,100
1.8186545,12,59.83,2.8,89,100
1.31781425,13,56.49,3.6,81,100
4.9977485,14,48.77,4.4,76,100
4.12394175,15,38.68,4.8,72,100
1.37464725,16,27.45,5.2,69,100
0.57898575,17,15.75,5.5,66,100
0.07104125,18,3.97,5.4,65,100
0,19,0,5.2,66,100
0,20,0,5,67,100
0,21,0,4.8,70,82
0,22,0,4.2,73,57
0,23,0,3.1,80,29
0,0,0,2,85,20
0,1,0,1.4,88,4
0,2,0,0.7,91,11
0,3,0,0.3,91,22
0,4,0,0.4,89,19
0,5,0,0.5,89,14
1.0869305,6,5.83,0.3,89,23
3.2821035,7,17.62,1.5,88,23
7.07215175,8,29.56,5.9,67,24
10.57803525,9,40.68,8.6,56,26
14.183375,10,50.54,10.7,50,27
16.218708,11,57.74,12.4,44,36
15.05718225,12,60.2,13.7,40,53
13.490725,13,56.8,15,36,86
12.510355,14,49.02,15.8,34,98
9.0151285,15,38.88,15.2,33,89
5.193112,16,27.63,15,34,22
0.98392075,17,15.92,14.1,37,42
0.12077,18,4.15,12.7,42,35
0,19,0,11.3,47,56
0,20,0,10.5,51,61
0,21,0,9.7,55,55
0,22,0,9,62,66
0,23,0,8,73,95
0,0,0,7.1,86,81
0,1,0,6.6,87,69
0,2,0,5.8,90,37
0,3,0,5.3,90,27
0,4,0,4.3,92,22
0,5,-5.48,3.4,93,34
0.5114965,6,6.11,2.6,94,54
2.834544,7,17.9,4,94,90
7.164505,8,29.85,7.5,77,50
10.56382675,9,40.99,9.8,64,12
10.1269225,10,50.87,11.6,52,40
15.48698275,11,58.11,12.4,46,22
16.2116,12,60.56,13.5,41,11
11.3275205,13,57.11,14.8,39,25
8.95474325,14,49.26,15.4,37,18
9.5976665,15,39.08,15.9,32,24
6.74181,16,27.81,15.8,31,22
2.8096795,17,16.09,15.3,32,23
0.29126875,18,4.32,14.5,34,4
0,19,0,13,39,0
0,20,0,10.7,46,0
0,21,0,9.2,52,0
0,22,0,8.1,56,0
0,23,0,7.2,60,0
0,0,0,6.4,63,0
0,1,0,5.7,66,0
0,2,0,4.9,69,7
0,3,0,4.2,75,43
0,4,0,4.2,74,61
0,5,-5.19,4,72,26
1.1544195,6,6.39,3.4,73,55
1.72630125,7,18.18,4.4,69,60
3.33183275,8,30.13,8.9,55,61
4.6283345,9,41.29,13.3,40,56
8.905015,10,51.2,15.5,33,67
13.146175,11,58.47,17.1,33,65
13.114205,12,60.92,18.4,31,67
10.07719525,13,57.41,19.2,29,58
9.56214725,14,49.5,19.8,28,40
8.7238595,15,39.28,21.1,23,34
5.35295475,16,27.98,21.1,23,64
2.78836725,17,16.26,20.2,27,74
0.21312375,18,4.49,18.5,34,33
0,19,0,16.2,41,4
0,20,0,14.6,46,5
0,21,0,13.5,50,12
0,22,0,12.9,52,16
0,23,0,12.5,53,1
0,0,0,12,56,0
0,1,0,11.2,60,0
0,2,0,10.5,63,1
0,3,0,9.5,67,5
0,4,0,9.3,68,6
0,5,-4.91,9,68,43
0.053281,6,6.67,9,68,56
0.95905625,7,18.45,10.3,65,86
0.7317245,8,30.41,13.2,59,86
5.978118,9,41.58,15.2,54,80
6.89099675,10,51.53,17.7,45,47
9.53372875,11,58.83,19.8,39,41
8.85883825,12,61.28,20.7,35,53
8.574674,13,57.72,20.9,34,57
9.6829155,14,49.74,21.2,34,39
10.6917015,15,39.47,17.3,52,37
5.20732025,16,28.15,16.7,53,53
0.09945775,17,16.42,16.7,52,62
0.23088375,18,4.66,15.5,61,26
0,19,0,13.4,74,3
0,20,0,12.1,80,0
0,21,0,10.5,85,0
0,22,0,8.9,87,0
0,23,0,8.4,83,0
0,0,0,7.9,72,0
0,1,0,7.4,59,0
0,2,0,6.5,51,0
0,3,0,5.7,38,0
0,4,0,5,37,0
0,5,-4.63,4.6,36,0
1.3924075,6,6.94,4.2,36,0
5.388475,7,18.72,5.4,39,0
10.06298675,8,30.68,9.5,35,0
13.59018,9,41.88,14,23,0
15.84929525,10,51.86,16.6,15,0
16.7373075,11,59.19,18,14,0
16.82966225,12,61.64,19.1,14,0
16.339475,13,58.01,20.1,14,0
14.60252,14,49.97,20.8,14,0
11.3026545,15,39.66,21.3,13,0
7.146745,16,28.32,21.7,13,0
2.83454425,17,16.59,21.5,13,0
0.31613325,18,4.83,20.1,20,0
0,19,0,17.4,25,0
0,20,0,14.6,31,0
0,21,0,11.9,37,1
0,22,0,10.6,37,11
0,23,0,9.6,35,14
0,0,0,9.1,31,13
0,1,0,8.7,31,10
0,2,0,8.2,31,15
0,3,0,7.9,35,11
0,4,0,7.6,36,5
0,5,-4.35,7.1,37,1
1.50962525,6,7.21,6.6,39,0
5.06879,7,18.99,7.8,40,0
9.64029175,8,30.96,11.8,37,0
13.3379825,9,42.17,16.6,29,0
15.61130225,10,52.18,19.8,21,0
16.49932,11,59.55,21.8,17,0
15.9522995,12,61.99,23.1,15,0
15.36976475,13,58.31,23.9,15,1
12.00951525,14,50.21,24.5,16,11
8.20170675,15,39.86,24.7,18,36
4.5075645,16,28.5,24.4,19,45
1.47410475,17,16.75,23.3,21,55
0.19891525,18,5,21.4,24,58
0,19,0,19.2,30,76
0,20,0,17.4,40,71
0,21,0,16,51,71
0,22,0,14.9,59,73
0,23,0,14.1,63,67
0,0,0,13.4,68,84
0,1,0,12.9,72,86
0,2,0,12.4,75,84
0,3,0,12.5,71,77
0,4,0,11.8,73,53
0,5,-4.07,10.6,77,7
1.07982625,6,7.48,9.7,80,9
4.2908885,7,19.26,10.5,77,2
8.38641375,8,31.22,14.9,58,2
11.7040375,9,42.45,18.4,44,0
14.0981275,10,52.49,21,36,1
15.561575,11,59.9,22.9,29,5
15.8350825,12,62.34,24.2,25,10
14.60252,13,58.6,25.1,22,15
12.88332,14,50.44,25.6,19,9
9.757511,15,40.05,26.2,17,2
5.963909,16,28.66,26.3,16,4
2.39408875,17,16.91,25.9,17,0
0.22377975,18,5.16,24,24,0
0,19,0,21.2,31,0
0,20,0,19.5,36,2
0,21,0,18.1,40,2
0,22,0,16.3,45,10
0,23,0,14.6,50,11
0,0,0,13.2,52,10
0,1,0,12,53,7
0,2,0,11.1,52,0
0,3,0,10.5,58,12
0,4,0,9.8,58,4
0,5,-3.8,9.3,58,0
1.2041485,6,7.74,8.9,59,0
4.4684915,7,19.52,10.2,59,0
8.4681115,8,31.49,15.3,46,0
11.6898275,9,42.74,20,35,0
13.8139625,10,52.81,23.6,28,0
14.8227475,11,60.25,27.1,23,0
15.4123875,12,62.69,29.7,20,3
14.3076975,13,58.89,31.5,18,2
11.23161225,14,50.66,32.9,17,1
8.31892375,15,40.23,32.8,18,4
5.08655,16,28.83,32.9,18,3
2.323047,17,17.08,31.7,23,0
0.2735085,18,5.33,29.2,33,0
0,19,0,26.5,39,0
0,20,0,23.5,47,9
0,21,0,20.4,53,20
0,22,0,18.4,57,23
0,23,0,16.9,58,21
0,0,0,16.2,56,11
0,1,0,15.8,55,15
0,2,0,15.5,56,17
0,3,0,15.9,70,3
0,4,0,17.3,60,0
0,5,-3.53,15.4,65,0
0.959056,6,8,14.3,64,0
3.69414275,7,19.77,16.1,45,0
7.370525,8,31.75,19,27,0
10.134027,9,43.01,19.2,32,0
10.3364945,10,53.11,19.3,33,2
11.83546525,11,60.59,19.9,30,4
10.290319,12,63.03,20.5,27,4
9.892488,13,59.18,20.8,26,0
9.292188,14,50.89,21.1,25,4
8.13066575,15,40.42,21.4,26,22
4.962228,16,29,21.1,25,23
2.127684,17,17.24,20.2,25,13
0.34810175,18,5.5,18.9,26,8
0,19,0,17.2,28,14
0,20,0,15.5,30,32
0,21,0,14.4,32,37
0,22,0,13.5,33,50
0,23,0,13.1,34,48
0,0,0,12.3,36,44
0,1,0,11.5,37,51
0,2,0,11,37,50
0,3,0,10.5,36,68
0,4,0,9.9,37,70
0,5,-3.26,9.5,38,90
0.5079445,6,8.26,9.5,38,100
2.3798805,7,20.03,9.7,37,100
3.68703825,8,32,10.4,34,100
2.4473695,9,43.29,10.8,32,100
4.5715015,10,53.42,11.7,28,100
3.50943525,11,60.93,12.6,27,100
3.18264575,12,63.37,13.1,26,100
5.02616475,13,59.46,13.7,25,100
4.12038975,14,51.11,14,25,100
4.41521075,15,40.6,12.9,26,100
4.09197325,16,29.16,13,26,100
1.51672975,17,17.4,12.8,27,100
0,18,5.67,12.8,27,100
0,19,0,12.5,28,83
0,20,0,12,31,41
0,21,0,11.6,32,57
0,22,0,10.6,38,70
0,23,0,9.8,43,66
0,0,0,9.8,45,62
0,1,0,9.7,46,56
0,2,0,9.7,47,52
0,3,0,8.7,62,52
0,4,0,8.7,63,54
0,5,-3,8.7,61,47
0.04262475,6,8.51,8,71,68
1.86483175,7,20.28,8.8,61,89
4.21629525,8,32.26,10.3,50,80
3.84332925,9,43.56,11.8,45,77
3.89661,10,53.72,12.9,44,89
7.40959725,11,61.27,14.1,44,87
7.44156725,12,63.71,15.9,44,86
4.187879,13,59.74,17.5,45,90
3.4526025,14,51.33,18.3,46,90
1.78313425,15,40.79,18.9,49,90
1.22901275,16,29.33,18.9,51,90
0.44400725,17,17.56,18.2,57,89
0.0355205,18,5.83,17.2,64,90
0,19,0,15.9,72,89
0,20,0,14.9,79,77
0,21,0,14,84,52
0,22,0,13.1,87,35
0,23,0,12.4,89,30
0,0,0,11.5,91,30
0,1,0,11.3,90,30
0,2,0,10.4,92,30
0,3,0,10.8,86,44
0,4,0,10.2,88,60
0,5,-2.74,8.6,95,62
0.998129,6,8.76,8.1,96,89
3.07608425,7,20.52,8.8,94,80
7.15740125,8,32.5,11.1,76,64
11.370145,9,43.82,12.8,69,43
13.67543,10,54.01,14.8,60,34
13.8494825,11,61.6,16.6,53,28
15.46566975,12,64.04,18.3,47,25
13.0147485,13,60.02,19.6,44,29
10.76984575,14,51.55,20.8,41,29
7.6653445,15,40.97,21.3,40,29
4.93025925,16,29.49,21.2,40,28
1.99270575,17,17.72,20.3,42,27
0.42269525,18,6,19.6,45,27
0,19,0,18.1,50,25
0,20,0,16.4,59,24
0,21,0,16.1,58,14
0,22,0,14,68,5
0,23,0,11.8,78,2
0,0,0,10.6,85,0
0,1,0,9.6,90,0
0,2,0,9.2,92,1
0,3,0,9.4,90,4
0,4,0,9.1,91,12
0.04262475,5,-2.48,8.8,91,15
1.186388,6,9.01,8.6,92,17
4.03514025,7,20.77,10.6,87,21
7.50550275,8,32.75,15.7,64,20
10.00970425,9,44.08,18.6,55,24
11.55485425,10,54.3,20.8,50,27
12.1587,11,61.93,22.7,46,28
10.03101825,12,64.37,23.9,45,29
8.7664845,13,60.29,24.8,44,37
5.9390445,14,51.76,25.2,44,61
3.907266,15,41.14,24.9,45,96
2.69956575,16,29.65,24.1,48,71
1.5167295,17,17.88,22.8,54,57
0.298373,18,6.16,21.3,61,37
0,19,-5.19,19.6,69,28
0,20,0,18.1,77,28
0,21,0,16.8,84,24
0,22,0,16.2,87,2
0,23,0,15.8,89,2
0,0,0,14.1,93,6
0,1,0,12.6,96,11
0,2,0,11.9,97,3
0,3,0,11.9,95,0
0,4,0,11.2,96,2
0.04262475,5,-2.23,10.8,97,2
1.16862775,6,9.25,10.7,97,16
3.66572575,7,21.01,12.9,91,14
7.331452,8,32.99,16.4,75,14
10.8835135,9,44.33,19.7,63,15
12.8726675,10,54.59,22.1,56,12
14.9932475,11,62.25,23.9,51,13
14.37874,12,64.7,25.2,48,18
12.7554475,13,60.56,26.1,45,18
10.76984625,14,51.98,26.7,43,23
8.80555725,15,41.32,26.2,43,32
5.18245575,16,29.81,26,44,18
2.3337035,17,18.03,25.2,47,13
0.31258125,18,6.33,23.8,54,13
0,19,-5.01,21.7,63,17
0,20,0,20.1,72,26
0,21,0,18.9,78,28
0,22,0,17.6,85,26
0,23,0,16.7,90,53
0,0,0,15.8,92,93
0,1,0,15.1,93,90
0,2,0,14.4,95,77
0,3,0,17.1,87,67
0,4,0,16.9,88,66
0,5,-1.98,15.7,93,38
0.62161025,6,9.49,14.9,96,35
1.889696,7,21.24,15.9,94,55
2.98373025,8,33.22,18.6,81,59
3.77584,9,44.59,20.2,72,67
2.14544425,10,54.87,22.4,62,100
2.94465775,11,62.57,23,60,100
2.94465775,12,65.02,22.8,60,100
3.28920775,13,60.83,23.1,59,100
0.9590565,14,52.18,23.2,60,100
0.23088375,15,41.5,23.1,60,100
0.063937,16,29.97,21.3,68,100
0,17,18.19,19,88,100
0,18,6.49,14.2,93,100
0,19,-4.82,9.2,90,100
0,20,0,8.9,89,100
0,21,0,8.4,89,100
0,22,0,7.9,90,100
0,23,0,7.8,86,100
0,0,0,7.8,79,100
0,1,0,7.5,79,100
